word,count,file
“Se,4,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
ra?”,4,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
qewetı,4,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
derê,4,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
pêxemberanê,4,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
biyê.,4,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
decan,4,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"pili|Rayib\w*,",4,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"kistenı,",4,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Mı,4,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
buluski,4,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
“Lacê,4,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
adır,4,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
qırr,4,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Nı,4,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"ver,",4,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"Nê,",4,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
bas,4,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Ya,4,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
zay,4,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
finê,4,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
manda,4,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
çıkê,4,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
rê.,4,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
inan!,4,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
gıranan,4,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
verda,4,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"bigêrê,",4,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
inkar,4,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
nêşkiya,4,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
ver.,4,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
kisti,4,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
meywı,4,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
hêcirı,4,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
“Hukumdariya,4,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"‘Wayir,",4,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
bıranê,4,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
bigêro.,4,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
keno?,4,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"vindi,",4,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
kerdê.,4,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"inan,",4,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"binan,",4,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
“Hukumdari,4,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Zeytıni,4,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
henguran,4,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
hukmati,4,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
uskıra,4,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
sucê,4,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Mordemo,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
verdı,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
nat,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
xızmeta,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"bızanerê,",3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
waxtan,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"Yahudiyan,",3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Cinıka,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
rasti,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
ardenê,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"lêwı,",3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
bıxur,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
sılxetiya,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
fındeti,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
xof,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Cebraili,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Domano,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
berc.,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
pizê,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
may,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
İlyasi,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"sêro,",3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
rusnan,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
mijdani,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"pitenê,",3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
destanê,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Nasıra,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Ezbeta,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Dawudi|Dawud\w*,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"biyarê,",3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
şeş,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
lez'a,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
vanê:,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Rama,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
têser,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
têbını,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
hukumdari,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
rest,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
wad,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
layık,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
dina.,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
60,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
61,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
62,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
“Namê,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"tersay,",3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"pırr,",3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"Heq,",3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
hekmeta,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
bımuskıno,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
bındestiye,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
pêxemberanê|Pêxember\w*,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Destê,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
viri.,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
pêxemberê,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
berco.,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
bıxeleşiyê,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Xelesnoğ,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
rusneno.,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"ramıno,",3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"Roma,",3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
hukmê,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
sıfteyın,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Beytlehemı,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
ama.,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
ara,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
alefi,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Şüani,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Şüanan,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"peşew,",3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
tersan,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
ron,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Xafılde,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"bo,",3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
bo!”,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Doman,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
vatenı.,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"Musay,",3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
vatenı:,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Şimon,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Mesihê|Mesih\w*,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"mevênerê,",3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
bena.”,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
dısmenê,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
to.”,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
zeweciyay,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
serri,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
ardi,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
kıtabi,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Yeruşalim\w*.,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Usıvi'a,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
zanê,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
husk,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Kê,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
ramıtenê.,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Mana,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
baslê,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
bıbê.,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Rayê,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"mevacerê,",3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
kemeran,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
bıkım?”,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
işliga,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
megerê,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"“Ma,",3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
raji,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
awk'a,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
kı?,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
nêşkinan,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"dera,",3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
xırabiye,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"biyenê,",3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
xafılde,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"Levi,",3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"İbrahimi,",3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Ezi,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
çhokanê,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
imtan,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"vecero,",3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
vêneno.,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Hetê,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
cuzamı|Nêweşiya,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
nêbi,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
berd.,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"vırastenı,",3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Bımbarekê,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Cinıkı,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
hazır.,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"şiyenê,",3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
nêwesê,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
hergo,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
nêwesi,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
cıni|Cıni,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Cınan,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
sukanê,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
binan.,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Gola,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Sılxetiye,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
qayıği,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
bancero,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
masiyan,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
bêrê.,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
fek,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
anti,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
cuzamı,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Canê,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
rayibi|Rayib\w*,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
xeberê,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
cılı,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
sılxet,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
gunay,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
kamo?,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
“Urcı,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
vergi,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"verda,",3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"nê,",3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"gênê,",3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"gırotenı,",3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
vêrdenê,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
şikiyenê,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
ala,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
xırabinı,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
hawariyan,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"vatenê,",3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"Yaqub,",3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"Yuhanna,",3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Cayê,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
deci,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
no.,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
“Ğeji,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
mırd.,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"mekerê,",3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"bıvênerê,",3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
xırabın,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
sıma!,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"Feqet,",3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
manê.,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Gunakari,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
gunakaran,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
mederê,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
mekerê,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
kor,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
zelıko,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"vênenay,",3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Sıftı,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
dana,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
nêna,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
dareno,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
\s,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"mordemi,",3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
‘Ya,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
mando,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
ban,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
bani,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
serdarê,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"vati,",3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
tayêni,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Pilê,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Xızmetkarê,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
keno.”,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Mêrıkê,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Sılxetiya,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
meyit,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
hermanê,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
zanım,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
êno;,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Telebi,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
vaftiz\w*,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
cınan|Cıni,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
“Owo,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Nêweşiya,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
cani,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Xeleşiyayenı,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
gırotê,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
rındekan,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
variyetı,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
pêxember\w*,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
\m,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
wasti,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
gunakarı,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
gırotê.,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Perê,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
“Gorê,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
kena,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"denê,",3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
çuçıkan,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
khırre,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
wela,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
qat,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
genım,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
kenan,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
damis,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
wertı.,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"pinê,",3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
wazenê,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
hewn,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Vat:,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
kutê,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
xozan,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
tersay.,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
bıkı.”,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
“Mın,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
“Kêna,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"bıkı,",3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"Petrus,",3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
karı,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
mebêrê.,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Tayênan,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
wazenay,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
nêkenê.,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
bigêro,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"aman,",3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
vênenê,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"aşiyay,",3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Musa,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
nejdiyan,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Veng,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
laceki,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"vecerê,",3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
merdena,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Yuhannay,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
nejdi,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
rusnay.,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Mabênê,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Yahudi,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
“Ê,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"ênan,",3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
dıdı,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"mando,",3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Hesabi,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
“Wey,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Seytan\w*,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Bımbareki|Rowo,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
qıckekan,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
amanatê,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
nêzano,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
Lac,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"zano,",3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"diyê,",3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
pêxemberan|Pêxember\w*,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
bıkerê.”,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
dest.,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
sonê.,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"rındo,",3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
‘Mın,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
ret,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
urceno,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
“Ezi,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"bıwazo,",3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
nêdano,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
parçı,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
qewetın,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
"kero,",3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
makum,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
benê.”,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
desini,3,E:\Work\Importing\SteveWoodard\43LUKKIUDERS.SFM
